timestamp,event_id,market_id,question,league,outcome_name,implied_prob,best_bid,best_ask,last_trade_price,clob_buy_price,token_id,game_start_time
2026-02-24T07:35:35.187544+00:00,205363,1367323,LoL: JD Gaming vs Top Esports - Game 2 Winner,league-of-legends,JD Gaming,0.9995,0.999,1,0.999,0.999,74122337614556932971845372181107564727253232545328806247637517009146220507058,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367323,LoL: JD Gaming vs Top Esports - Game 2 Winner,league-of-legends,Top Esports,0.0005,0.999,1,0.999,,102438128486198732205184791183009471489220737904262637439677773342898739370288,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367328,Game Handicap: JDG (-2.5) vs Top Esports (+2.5),league-of-legends,JD Gaming,0.0005,,0.001,0.45,,82490939506264646450822286180925428150195817440315767071970050934492609678761,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367328,Game Handicap: JDG (-2.5) vs Top Esports (+2.5),league-of-legends,Top Esports,0.9995,,0.001,0.45,0.999,15014533316188190299478237313955762636300393529508523357246127432986574520985,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367322,LoL: JD Gaming vs Top Esports - Game 1 Winner,league-of-legends,JD Gaming,0.0005,,0.001,0.001,,80661665305241200811686822354290750425047446343105777986581683915973631071939,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367322,LoL: JD Gaming vs Top Esports - Game 1 Winner,league-of-legends,Top Esports,0.9995,,0.001,0.001,0.999,101509660804531154642445447460393632993430996896171607466571517401054700113302,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367324,LoL: JD Gaming vs Top Esports - Game 3 Winner,league-of-legends,JD Gaming,0.595,0.59,0.6,0.6,0.58,12740813902947054158077253264348705184576609594958178945026719466908020350532,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367324,LoL: JD Gaming vs Top Esports - Game 3 Winner,league-of-legends,Top Esports,0.405,0.59,0.6,0.6,,8016015957786172303976876951793991341672436941985974092952155125045620297583,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367325,Games Total: O/U 3.5,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,2213716365148943107236229045968153434970072420473770294055020370494850270348,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367325,Games Total: O/U 3.5,league-of-legends,Under,0.0005,0.999,1,0.999,,111276090855639678109497156826339072047357260001231838074146992678196266151667,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367326,Games Total: O/U 4.5,league-of-legends,Over,0.475,0.39,0.56,0.4,,23388634680725434274572113913698955710678319027546985336097364925580533959266,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367326,Games Total: O/U 4.5,league-of-legends,Under,0.525,0.39,0.56,0.4,0.45,44539172637157997707900672928659675823024109838692722785676854393530186373079,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367327,Game Handicap: JDG (-1.5) vs Top Esports (+1.5),league-of-legends,JD Gaming,0.38,0.32,0.44,0.4,,87437720198782034503966753310158564291279014332815905254650783811837879977355,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367327,Game Handicap: JDG (-1.5) vs Top Esports (+1.5),league-of-legends,Top Esports,0.62,0.32,0.44,0.4,0.56,85318517900740271627282173891284508616676601708191730029868811108143690956518,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367732,Total Kills Over/Under 30.5 in Game 1?,league-of-legends,Over,0.9935,0.99,0.997,0.999,0.99,36305233299343760588173411548889996830443766410378209840685386535959765855359,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367732,Total Kills Over/Under 30.5 in Game 1?,league-of-legends,Under,0.0065,0.99,0.997,0.999,,97726579277134531845835004305040476188244377336364029457686088433926040611356,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367742,Total Kills Over/Under 31.5 in Game 3?,league-of-legends,Over,0.5,0.05,0.95,,0.05,72170497792799244514043688618463259712542079372499721178506624895573823965116,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367742,Total Kills Over/Under 31.5 in Game 3?,league-of-legends,Under,0.5,0.05,0.95,,0.05,106473146687865013417395332362226272458048761099624730230007727298219257039232,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367743,Total Kills Over/Under 32.5 in Game 1?,league-of-legends,Over,0.995,0.99,1,0.999,0.99,27007741324110815701048460276678511223169779758558751456228905554138902464793,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367743,Total Kills Over/Under 32.5 in Game 1?,league-of-legends,Under,0.005,0.99,1,0.999,,70656010148386221322770384001619706223319244451457655641708134681605305713713,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367744,Total Kills Over/Under 32.5 in Game 2?,league-of-legends,Over,0.005,,0.01,,,40768637918553252231057772973162929697579007952349903734492303421497479932886,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367744,Total Kills Over/Under 32.5 in Game 2?,league-of-legends,Under,0.995,,0.01,,0.999,96584193653113990920343400726359739300089209295338222967456978286548107200598,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367745,First Blood in Game 1?,league-of-legends,JD Gaming,0.474,,0.948,,,1804953525364418084468501942927821137665660135037356399998804549984281214146,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367745,First Blood in Game 1?,league-of-legends,Top Esports,0.526,,0.948,,0.052,56984354791714123334091018021336939495274398408637637349457311626944697989710,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367746,Total Kills Over/Under 32.5 in Game 3?,league-of-legends,Over,0.5,0.05,0.95,,0.05,65309646441163098271508910094523873301701433463624550386773191463755118247178,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367746,Total Kills Over/Under 32.5 in Game 3?,league-of-legends,Under,0.5,0.05,0.95,,0.05,76487583053638518799143605302979235933384675089586942605940386305804331593548,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367747,First Blood in Game 2?,league-of-legends,JD Gaming,0.005,,0.01,0.51,,53563520279550500646904330569067133705343837734654447013576544645561869636385,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367747,First Blood in Game 2?,league-of-legends,Top Esports,0.995,,0.01,0.51,0.99,98831440936687727820366093292252653955630594372344324544262272314589563009949,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367748,First Blood in Game 3?,league-of-legends,JD Gaming,0.5,0.05,0.95,,0.05,12466518741023814302475972586404717474803493684851161906492436340870444045832,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367748,First Blood in Game 3?,league-of-legends,Top Esports,0.5,0.05,0.95,,0.05,69241211436490254491996423824302572302239781088979736543849067358178721801470,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367731,Total Kills Over/Under 28.5 in Game 2?,league-of-legends,Over,0.005,,0.01,,,22150780383877443518921919188228766371461641478460127196839204088094575232910,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367731,Total Kills Over/Under 28.5 in Game 2?,league-of-legends,Under,0.995,,0.01,,0.99,18299421736041269692326654093388422551307160707510956265150855342987218314551,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367733,Total Kills Over/Under 30.5 in Game 3?,league-of-legends,Over,0.5,0.05,0.95,,0.05,43649729106255325805109514541021888178404049835757419688060196626801646387681,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367733,Total Kills Over/Under 30.5 in Game 3?,league-of-legends,Under,0.5,0.05,0.95,,0.05,50576325286370633881658907488109976507993612226902027529046712761283076733305,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367734,Total Kills Over/Under 28.5 in Game 1?,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,41637828372653256958920178443110342760326037356352224548183011634960367831447,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367734,Total Kills Over/Under 28.5 in Game 1?,league-of-legends,Under,0.0005,0.999,1,0.999,,106752281576350346332557357352916905755746661786111758052620052960043324980459,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367735,Total Kills Over/Under 30.5 in Game 2?,league-of-legends,Over,0.005,,0.01,,,15195747914413133918258288442671246609310793521521320162939217124717428530390,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367735,Total Kills Over/Under 30.5 in Game 2?,league-of-legends,Under,0.995,,0.01,,0.999,95577540060286265129347602096502112925444833305339118507101458503286153665142,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367736,Total Kills Over/Under 29.5 in Game 3?,league-of-legends,Over,0.5,0.05,0.95,,0.05,82657361660349556232151407993339164568980698283737326641514890319214497672990,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367736,Total Kills Over/Under 29.5 in Game 3?,league-of-legends,Under,0.5,0.05,0.95,,0.05,41112196923534437072292673909198047572959962738220872098326613523371199404352,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367737,Total Kills Over/Under 29.5 in Game 1?,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,36893917400047023686263696768465589016084266948406744035703971080843262809656,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367737,Total Kills Over/Under 29.5 in Game 1?,league-of-legends,Under,0.0005,0.999,1,0.999,,6389059490351478717741430763053199797652282778491992929259448567834572470691,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367738,Total Kills Over/Under 29.5 in Game 2?,league-of-legends,Over,0.005,,0.01,,,34597039563896267187941932211841539316333480351024446986847405903496883279690,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367738,Total Kills Over/Under 29.5 in Game 2?,league-of-legends,Under,0.995,,0.01,,0.99,109393388049823538527016722633309131249285935295215182551331969077863247382735,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367739,Total Kills Over/Under 28.5 in Game 3?,league-of-legends,Over,0.5,0.05,0.95,,0.05,110417691209917424961845359581811957714593631936921495329922671685982185187306,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367739,Total Kills Over/Under 28.5 in Game 3?,league-of-legends,Under,0.5,0.05,0.95,,0.05,42232820070031836158539116311096012047754740934131448030312549215742291081447,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367740,Total Kills Over/Under 31.5 in Game 1?,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,40596571123629106838173397359479897851899491990326479580727392443054901575764,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367740,Total Kills Over/Under 31.5 in Game 1?,league-of-legends,Under,0.0005,0.999,1,0.999,,76076626087698081214409849345996826848030889869464830317040094111547443112459,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367741,Total Kills Over/Under 31.5 in Game 2?,league-of-legends,Over,0.005,,0.01,0.95,,109630241260999439817347199562004711652228941902745370927610372540008730895432,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1367741,Total Kills Over/Under 31.5 in Game 2?,league-of-legends,Under,0.995,,0.01,0.95,0.999,488923822176338904892895070994181384422374106224547587899281904347821450892,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424423,Total Kills Over/Under 27.5 in Game 2?,league-of-legends,Over,0.005,,0.01,,,84868416575972238548730972765938775022972304311599867113026674182116178461643,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424423,Total Kills Over/Under 27.5 in Game 2?,league-of-legends,Under,0.995,,0.01,,0.999,44012260123691326750834959074465652491846875919386638970492310000201047614806,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424424,Total Kills Over/Under 26.5 in Game 2?,league-of-legends,Over,0.005,,0.01,,,110225729436659577313585143717271688098610467414613344048677766433503186440747,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424424,Total Kills Over/Under 26.5 in Game 2?,league-of-legends,Under,0.995,,0.01,,0.999,69496393519117072634166044589215271524330554057065982021469906754090140175225,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424437,Total Kills Over/Under 33.5 in Game 2?,league-of-legends,Over,0.005,,0.01,,,41612830092867236397947698399793781701199545150518615458388549440814331588327,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424437,Total Kills Over/Under 33.5 in Game 2?,league-of-legends,Under,0.995,,0.01,,0.99,37269283874321509562974291451786226796940294910156823587498756677850840039458,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424442,Total Kills Over/Under 25.5 in Game 2?,league-of-legends,Over,0.5,0.02,0.98,,0,13587379933045447348564103005967916154972020316703282057257137774210423853851,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424442,Total Kills Over/Under 25.5 in Game 2?,league-of-legends,Under,0.5,0.02,0.98,,0.99,48780179891262333119982647587362443847884403743473529395314432070562537389260,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424443,Total Kills Over/Under 24.5 in Game 2?,league-of-legends,Over,0.5,0.02,0.98,,0,62646694960050318384287853911749501037592383450391458249133950932143307047596,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424443,Total Kills Over/Under 24.5 in Game 2?,league-of-legends,Under,0.5,0.02,0.98,,0.99,12740991696927378785610003285296260240183697499963977152995390751225580043767,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424444,Total Kills Over/Under 34.5 in Game 2?,league-of-legends,Over,0.5,0.02,0.98,,0,52840885842938493191647703040915324729588394627098714200021887558609913669766,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424444,Total Kills Over/Under 34.5 in Game 2?,league-of-legends,Under,0.5,0.02,0.98,,0.99,82555792251588519379534993651893535049647521947487599939007786864792676525294,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424445,Total Kills Over/Under 35.5 in Game 2?,league-of-legends,Over,0.005,,0.01,,,4112336137929410908406721011135828327179372991386876245826638982856827736153,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424445,Total Kills Over/Under 35.5 in Game 2?,league-of-legends,Under,0.995,,0.01,,0.99,85159603308489345855822060554251412307865055427716715705431290578793794835390,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424554,Total Kills Over/Under 36.5 in Game 2?,league-of-legends,Over,0.495,,0.99,,,52162079991356499192772917924940252364476819226302896314662033606434997419522,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424554,Total Kills Over/Under 36.5 in Game 2?,league-of-legends,Under,0.505,,0.99,,0.01,987978984944829508369287372824669972835288124903246514608266870247618037735,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424555,Total Kills Over/Under 23.5 in Game 2?,league-of-legends,Over,0.5,0.01,0.99,,0.01,85816091632434136054636841117855666503681426856277819987917482123776253631707,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424555,Total Kills Over/Under 23.5 in Game 2?,league-of-legends,Under,0.5,0.01,0.99,,0.01,23743367521883015941764400663863527437174587603101556301334720804173285279723,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424556,Total Kills Over/Under 19.5 in Game 2?,league-of-legends,Over,0.5,0.01,0.99,,0.01,58209611477372760265367597263985164057055061231006796141832600917606713768848,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424556,Total Kills Over/Under 19.5 in Game 2?,league-of-legends,Under,0.5,0.01,0.99,,0,47121277666499078704120616759317042277560055197770109934453804671979089886981,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424557,Total Kills Over/Under 21.5 in Game 2?,league-of-legends,Over,,0,1,0,,95126387736208696559885130891578427527479867859664283525598497863017922147876,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424557,Total Kills Over/Under 21.5 in Game 2?,league-of-legends,Under,,0,1,0,,32011184269760316420167626526397520996518513386058785341854012584734671484336,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424558,Total Kills Over/Under 22.5 in Game 2?,league-of-legends,Over,0.5,0.01,0.99,,0.01,103907593503285050490870755465251845003940969642024518953407772708221957756573,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424558,Total Kills Over/Under 22.5 in Game 2?,league-of-legends,Under,0.5,0.01,0.99,,0.01,44095283594967193947597759563836851514991416866272384268578338264178178632041,2026-02-24 06:10:00+00
2026-02-24T07:35:35.187544+00:00,205363,1424559,Total Kills Over/Under 20.5 in Game 2?,league-of-legends,Over,,0,1,0,,42456030192215750114967289787910991570393328849449774089615578275597304435191,2026-02-24 06:10:00+00
